itemId,title,category,distance,duration,nearby_places,url,p_rating,count,latitude,longitude,image_url
126,Agra Zipline Zone 06,Adventure,3.3 Km,30 min,Agra Central Loop,/uttar-pradesh/agra/agra-zipline-zone-06,4.2,776,27.1329,77.9949,https://source.unsplash.com/featured/800x500/?Agra+Zipline+Zone+06+agra+Adventure+India+travel
127,Agra Sun Sand Bay 07,Beach,3.9 Km,1 hr,Agra Central Loop,/uttar-pradesh/agra/agra-sun-sand-bay-07,4.5,1033,27.2105,78.0334,https://source.unsplash.com/featured/800x500/?Agra+Sun+Sand+Bay+07+agra+Beach+India+travel
128,Agra Eco Trail 08,Wildlife,4.5 Km,1-2 hrs,Agra Central Loop,/uttar-pradesh/agra/agra-eco-trail-08,4.1,1021,27.1304,77.9853,https://source.unsplash.com/featured/800x500/?Agra+Eco+Trail+08+agra+Wildlife+India+travel
129,Agra Temple Circuit 09,Spiritual,4.8 Km,2-3 hrs,Agra Central Loop,/uttar-pradesh/agra/agra-temple-circuit-09,4.0,896,27.1852,78.0306,https://source.unsplash.com/featured/800x500/?Agra+Temple+Circuit+09+agra+Spiritual+India+travel
130,Agra Leisure Garden 10,Family,5.7 Km,Half day,Agra Central Loop,/uttar-pradesh/agra/agra-leisure-garden-10,4.1,1255,27.2301,78.0472,https://source.unsplash.com/featured/800x500/?Agra+Leisure+Garden+10+agra+Family+India+travel
131,Agra Craft Lane 11,Shopping,6.0 Km,30 min,Agra Central Loop,/uttar-pradesh/agra/agra-craft-lane-11,4.0,896,27.1916,77.9932,https://source.unsplash.com/featured/800x500/?Agra+Craft+Lane+11+agra+Shopping+India+travel
132,Agra Market Bites 12,Food,6.5 Km,1 hr,Agra Central Loop,/uttar-pradesh/agra/agra-market-bites-12,4.2,1466,27.1989,78.0283,https://source.unsplash.com/featured/800x500/?Agra+Market+Bites+12+agra+Food+India+travel
133,Agra Heritage Trail 13,Heritage,7.2 Km,1-2 hrs,Agra Central Loop,/uttar-pradesh/agra/agra-heritage-trail-13,4.4,1536,27.2019,77.9711,https://source.unsplash.com/featured/800x500/?Agra+Heritage+Trail+13+agra+Heritage+India+travel
134,Agra Legacy Lane 14,Historic,7.9 Km,2-3 hrs,Agra Central Loop,/uttar-pradesh/agra/agra-legacy-lane-14,4.1,484,27.1459,77.9888,https://source.unsplash.com/featured/800x500/?Agra+Legacy+Lane+14+agra+Historic+India+travel
135,Agra Cultural House 15,Museum,8.1 Km,Half day,Agra Central Loop,/uttar-pradesh/agra/agra-cultural-house-15,4.1,1603,27.2103,77.9972,https://source.unsplash.com/featured/800x500/?Agra+Cultural+House+15+agra+Museum+India+travel
136,Agra Forest View 16,Nature,8.9 Km,30 min,Agra Central Loop,/uttar-pradesh/agra/agra-forest-view-16,4.0,1404,27.2181,77.9877,https://source.unsplash.com/featured/800x500/?Agra+Forest+View+16+agra+Nature+India+travel
137,Agra Scenic Point 17,Scenic,9.5 Km,1 hr,Agra Central Loop,/uttar-pradesh/agra/agra-scenic-point-17,4.1,1685,27.1374,77.9685,https://source.unsplash.com/featured/800x500/?Agra+Scenic+Point+17+agra+Scenic+India+travel
138,Agra Zipline Zone 18,Adventure,9.9 Km,1-2 hrs,Agra Central Loop,/uttar-pradesh/agra/agra-zipline-zone-18,4.3,794,27.1688,78.0173,https://source.unsplash.com/featured/800x500/?Agra+Zipline+Zone+18+agra+Adventure+India+travel
139,Agra Sun Sand Bay 19,Beach,0.4 km,2-3 hrs,Agra Central Loop,/uttar-pradesh/agra/agra-sun-sand-bay-19,4.1,861,27.1777,77.9631,https://source.unsplash.com/featured/800x500/?Agra+Sun+Sand+Bay+19+agra+Beach+India+travel
140,Agra Eco Trail 20,Wildlife,1.0 Km,Half day,Agra Central Loop,/uttar-pradesh/agra/agra-eco-trail-20,4.2,1515,27.2088,77.9995,https://source.unsplash.com/featured/800x500/?Agra+Eco+Trail+20+agra+Wildlife+India+travel
141,Agra Temple Circuit 21,Spiritual,1.8 Km,30 min,Agra Central Loop,/uttar-pradesh/agra/agra-temple-circuit-21,4.1,814,27.1799,78.0599,https://source.unsplash.com/featured/800x500/?Agra+Temple+Circuit+21+agra+Spiritual+India+travel
142,Agra Leisure Garden 22,Family,2.2 Km,1 hr,Agra Central Loop,/uttar-pradesh/agra/agra-leisure-garden-22,4.1,831,27.1967,78.0122,https://source.unsplash.com/featured/800x500/?Agra+Leisure+Garden+22+agra+Family+India+travel
143,Agra Craft Lane 23,Shopping,2.6 Km,1-2 hrs,Agra Central Loop,/uttar-pradesh/agra/agra-craft-lane-23,4.1,1165,27.154,77.9705,https://source.unsplash.com/featured/800x500/?Agra+Craft+Lane+23+agra+Shopping+India+travel
144,Agra Market Bites 24,Food,3.4 Km,2-3 hrs,Agra Central Loop,/uttar-pradesh/agra/agra-market-bites-24,4.0,1260,27.2286,78.0369,https://source.unsplash.com/featured/800x500/?Agra+Market+Bites+24+agra+Food+India+travel
145,Agra Heritage Trail 25,Heritage,3.8 Km,Half day,Agra Central Loop,/uttar-pradesh/agra/agra-heritage-trail-25,4.1,1002,27.2143,78.0089,https://source.unsplash.com/featured/800x500/?Agra+Heritage+Trail+25+agra+Heritage+India+travel
146,Agra Legacy Lane 26,Historic,4.5 Km,30 min,Agra Central Loop,/uttar-pradesh/agra/agra-legacy-lane-26,4.0,1358,27.181,78.0387,https://source.unsplash.com/featured/800x500/?Agra+Legacy+Lane+26+agra+Historic+India+travel
147,Agra Cultural House 27,Museum,4.9 Km,1 hr,Agra Central Loop,/uttar-pradesh/agra/agra-cultural-house-27,4.4,1347,27.1754,77.9654,https://source.unsplash.com/featured/800x500/?Agra+Cultural+House+27+agra+Museum+India+travel
148,Agra Forest View 28,Nature,5.6 Km,1-2 hrs,Agra Central Loop,/uttar-pradesh/agra/agra-forest-view-28,4.1,1736,27.148,77.9796,https://source.unsplash.com/featured/800x500/?Agra+Forest+View+28+agra+Nature+India+travel
149,Agra Scenic Point 29,Scenic,6.1 Km,2-3 hrs,Agra Central Loop,/uttar-pradesh/agra/agra-scenic-point-29,3.9,1737,27.2115,78.0607,https://source.unsplash.com/featured/800x500/?Agra+Scenic+Point+29+agra+Scenic+India+travel
150,Agra Zipline Zone 30,Adventure,6.7 Km,Half day,Agra Central Loop,/uttar-pradesh/agra/agra-zipline-zone-30,4.1,1220,27.2259,77.9713,https://source.unsplash.com/featured/800x500/?Agra+Zipline+Zone+30+agra+Adventure+India+travel
151,Alleppey Legacy Lane 01,Historic,1.2 Km,1 hr,Alleppey Central Loop,/kerala/alleppey/alleppey-legacy-lane-01,4.2,954,9.5453,76.3669,https://source.unsplash.com/featured/800x500/?Alleppey+Legacy+Lane+01+alleppey+Historic+India+travel
152,Alleppey Cultural House 02,Museum,1.7 Km,1-2 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-cultural-house-02,4.2,407,9.5526,76.3553,https://source.unsplash.com/featured/800x500/?Alleppey+Cultural+House+02+alleppey+Museum+India+travel
153,Alleppey Forest View 03,Nature,2.1 Km,2-3 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-forest-view-03,4.2,634,9.4704,76.2908,https://source.unsplash.com/featured/800x500/?Alleppey+Forest+View+03+alleppey+Nature+India+travel
154,Alleppey Scenic Point 04,Scenic,2.6 Km,Half day,Alleppey Central Loop,/kerala/alleppey/alleppey-scenic-point-04,4.1,270,9.4439,76.3617,https://source.unsplash.com/featured/800x500/?Alleppey+Scenic+Point+04+alleppey+Scenic+India+travel
155,Alleppey Zipline Zone 05,Adventure,3.2 Km,30 min,Alleppey Central Loop,/kerala/alleppey/alleppey-zipline-zone-05,4.4,667,9.5377,76.2916,https://source.unsplash.com/featured/800x500/?Alleppey+Zipline+Zone+05+alleppey+Adventure+India+travel
156,Alleppey Sun Sand Bay 06,Beach,4.1 Km,1 hr,Alleppey Central Loop,/kerala/alleppey/alleppey-sun-sand-bay-06,4.4,749,9.5024,76.3634,https://source.unsplash.com/featured/800x500/?Alleppey+Sun+Sand+Bay+06+alleppey+Beach+India+travel
157,Alleppey Eco Trail 07,Wildlife,4.3 Km,1-2 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-eco-trail-07,4.3,1157,9.5294,76.3726,https://source.unsplash.com/featured/800x500/?Alleppey+Eco+Trail+07+alleppey+Wildlife+India+travel
158,Alleppey Temple Circuit 08,Spiritual,5.1 Km,2-3 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-temple-circuit-08,4.0,499,9.4821,76.329,https://source.unsplash.com/featured/800x500/?Alleppey+Temple+Circuit+08+alleppey+Spiritual+India+travel
159,Alleppey Leisure Garden 09,Family,5.7 Km,Half day,Alleppey Central Loop,/kerala/alleppey/alleppey-leisure-garden-09,4.0,713,9.4498,76.3639,https://source.unsplash.com/featured/800x500/?Alleppey+Leisure+Garden+09+alleppey+Family+India+travel
160,Alleppey Craft Lane 10,Shopping,6.1 Km,30 min,Alleppey Central Loop,/kerala/alleppey/alleppey-craft-lane-10,4.1,855,9.464,76.3331,https://source.unsplash.com/featured/800x500/?Alleppey+Craft+Lane+10+alleppey+Shopping+India+travel
161,Alleppey Market Bites 11,Food,6.8 Km,1 hr,Alleppey Central Loop,/kerala/alleppey/alleppey-market-bites-11,4.4,567,9.5393,76.2921,https://source.unsplash.com/featured/800x500/?Alleppey+Market+Bites+11+alleppey+Food+India+travel
162,Alleppey Heritage Trail 12,Heritage,7.3 Km,1-2 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-heritage-trail-12,4.5,874,9.4487,76.3937,https://source.unsplash.com/featured/800x500/?Alleppey+Heritage+Trail+12+alleppey+Heritage+India+travel
163,Alleppey Legacy Lane 13,Historic,7.6 Km,2-3 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-legacy-lane-13,4.3,533,9.4614,76.3372,https://source.unsplash.com/featured/800x500/?Alleppey+Legacy+Lane+13+alleppey+Historic+India+travel
164,Alleppey Cultural House 14,Museum,8.3 Km,Half day,Alleppey Central Loop,/kerala/alleppey/alleppey-cultural-house-14,4.6,1367,9.4612,76.284,https://source.unsplash.com/featured/800x500/?Alleppey+Cultural+House+14+alleppey+Museum+India+travel
165,Alleppey Forest View 15,Nature,8.9 Km,30 min,Alleppey Central Loop,/kerala/alleppey/alleppey-forest-view-15,4.2,1455,9.4745,76.3604,https://source.unsplash.com/featured/800x500/?Alleppey+Forest+View+15+alleppey+Nature+India+travel
166,Alleppey Scenic Point 16,Scenic,9.6 Km,1 hr,Alleppey Central Loop,/kerala/alleppey/alleppey-scenic-point-16,4.2,1592,9.4601,76.3164,https://source.unsplash.com/featured/800x500/?Alleppey+Scenic+Point+16+alleppey+Scenic+India+travel
167,Alleppey Zipline Zone 17,Adventure,9.8 Km,1-2 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-zipline-zone-17,4.2,1592,9.4498,76.3183,https://source.unsplash.com/featured/800x500/?Alleppey+Zipline+Zone+17+alleppey+Adventure+India+travel
168,Alleppey Sun Sand Bay 18,Beach,0.4 km,2-3 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-sun-sand-bay-18,4.2,667,9.4604,76.3895,https://source.unsplash.com/featured/800x500/?Alleppey+Sun+Sand+Bay+18+alleppey+Beach+India+travel
169,Alleppey Eco Trail 19,Wildlife,1.0 Km,Half day,Alleppey Central Loop,/kerala/alleppey/alleppey-eco-trail-19,4.5,1055,9.5174,76.3097,https://source.unsplash.com/featured/800x500/?Alleppey+Eco+Trail+19+alleppey+Wildlife+India+travel
170,Alleppey Temple Circuit 20,Spiritual,1.5 Km,30 min,Alleppey Central Loop,/kerala/alleppey/alleppey-temple-circuit-20,4.4,1731,9.5068,76.2882,https://source.unsplash.com/featured/800x500/?Alleppey+Temple+Circuit+20+alleppey+Spiritual+India+travel
171,Alleppey Leisure Garden 21,Family,2.1 Km,1 hr,Alleppey Central Loop,/kerala/alleppey/alleppey-leisure-garden-21,4.5,1085,9.5006,76.3866,https://source.unsplash.com/featured/800x500/?Alleppey+Leisure+Garden+21+alleppey+Family+India+travel
172,Alleppey Craft Lane 22,Shopping,2.9 Km,1-2 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-craft-lane-22,4.1,768,9.4723,76.2982,https://source.unsplash.com/featured/800x500/?Alleppey+Craft+Lane+22+alleppey+Shopping+India+travel
173,Alleppey Market Bites 23,Food,3.4 Km,2-3 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-market-bites-23,4.0,1744,9.4441,76.3521,https://source.unsplash.com/featured/800x500/?Alleppey+Market+Bites+23+alleppey+Food+India+travel
174,Alleppey Heritage Trail 24,Heritage,4.1 Km,Half day,Alleppey Central Loop,/kerala/alleppey/alleppey-heritage-trail-24,4.4,1166,9.4665,76.313,https://source.unsplash.com/featured/800x500/?Alleppey+Heritage+Trail+24+alleppey+Heritage+India+travel
175,Alleppey Legacy Lane 25,Historic,4.6 Km,30 min,Alleppey Central Loop,/kerala/alleppey/alleppey-legacy-lane-25,4.3,1772,9.4837,76.3012,https://source.unsplash.com/featured/800x500/?Alleppey+Legacy+Lane+25+alleppey+Historic+India+travel
176,Alleppey Cultural House 26,Museum,4.9 Km,1 hr,Alleppey Central Loop,/kerala/alleppey/alleppey-cultural-house-26,4.4,987,9.444,76.3737,https://source.unsplash.com/featured/800x500/?Alleppey+Cultural+House+26+alleppey+Museum+India+travel
177,Alleppey Forest View 27,Nature,5.6 Km,1-2 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-forest-view-27,4.2,1312,9.4722,76.3817,https://source.unsplash.com/featured/800x500/?Alleppey+Forest+View+27+alleppey+Nature+India+travel
178,Alleppey Scenic Point 28,Scenic,6.0 Km,2-3 hrs,Alleppey Central Loop,/kerala/alleppey/alleppey-scenic-point-28,4.5,1298,9.5096,76.3627,https://source.unsplash.com/featured/800x500/?Alleppey+Scenic+Point+28+alleppey+Scenic+India+travel
179,Alleppey Zipline Zone 29,Adventure,6.8 Km,Half day,Alleppey Central Loop,/kerala/alleppey/alleppey-zipline-zone-29,4.0,1648,9.4987,76.3114,https://source.unsplash.com/featured/800x500/?Alleppey+Zipline+Zone+29+alleppey+Adventure+India+travel
180,Alleppey Sun Sand Bay 30,Beach,7.1 Km,30 min,Alleppey Central Loop,/kerala/alleppey/alleppey-sun-sand-bay-30,4.0,1340,9.5343,76.2886,https://source.unsplash.com/featured/800x500/?Alleppey+Sun+Sand+Bay+30+alleppey+Beach+India+travel
181,Amritsar Cultural House 01,Museum,1.8 Km,1-2 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-cultural-house-01,4.3,383,31.5968,74.8659,https://source.unsplash.com/featured/800x500/?Amritsar+Cultural+House+01+amritsar+Museum+India+travel
182,Amritsar Forest View 02,Nature,2.4 Km,2-3 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-forest-view-02,4.3,933,31.5873,74.9144,https://source.unsplash.com/featured/800x500/?Amritsar+Forest+View+02+amritsar+Nature+India+travel
183,Amritsar Scenic Point 03,Scenic,2.7 Km,Half day,Amritsar Central Loop,/punjab/amritsar/amritsar-scenic-point-03,4.3,281,31.6431,74.8336,https://source.unsplash.com/featured/800x500/?Amritsar+Scenic+Point+03+amritsar+Scenic+India+travel
184,Amritsar Zipline Zone 04,Adventure,3.2 Km,30 min,Amritsar Central Loop,/punjab/amritsar/amritsar-zipline-zone-04,4.2,1369,31.6779,74.8404,https://source.unsplash.com/featured/800x500/?Amritsar+Zipline+Zone+04+amritsar+Adventure+India+travel
185,Amritsar Sun Sand Bay 05,Beach,3.9 Km,1 hr,Amritsar Central Loop,/punjab/amritsar/amritsar-sun-sand-bay-05,4.3,730,31.6763,74.862,https://source.unsplash.com/featured/800x500/?Amritsar+Sun+Sand+Bay+05+amritsar+Beach+India+travel
186,Amritsar Eco Trail 06,Wildlife,4.6 Km,1-2 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-eco-trail-06,4.6,319,31.6741,74.9247,https://source.unsplash.com/featured/800x500/?Amritsar+Eco+Trail+06+amritsar+Wildlife+India+travel
187,Amritsar Temple Circuit 07,Spiritual,5.1 Km,2-3 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-temple-circuit-07,4.5,800,31.5987,74.919,https://source.unsplash.com/featured/800x500/?Amritsar+Temple+Circuit+07+amritsar+Spiritual+India+travel
188,Amritsar Leisure Garden 08,Family,5.4 Km,Half day,Amritsar Central Loop,/punjab/amritsar/amritsar-leisure-garden-08,4.4,1278,31.6083,74.9039,https://source.unsplash.com/featured/800x500/?Amritsar+Leisure+Garden+08+amritsar+Family+India+travel
189,Amritsar Craft Lane 09,Shopping,6.1 Km,30 min,Amritsar Central Loop,/punjab/amritsar/amritsar-craft-lane-09,4.2,804,31.6035,74.9071,https://source.unsplash.com/featured/800x500/?Amritsar+Craft+Lane+09+amritsar+Shopping+India+travel
190,Amritsar Market Bites 10,Food,6.6 Km,1 hr,Amritsar Central Loop,/punjab/amritsar/amritsar-market-bites-10,4.3,503,31.6035,74.8899,https://source.unsplash.com/featured/800x500/?Amritsar+Market+Bites+10+amritsar+Food+India+travel
191,Amritsar Heritage Trail 11,Heritage,7.3 Km,1-2 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-heritage-trail-11,4.4,1482,31.6854,74.848,https://source.unsplash.com/featured/800x500/?Amritsar+Heritage+Trail+11+amritsar+Heritage+India+travel
192,Amritsar Legacy Lane 12,Historic,7.9 Km,2-3 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-legacy-lane-12,4.4,1596,31.6154,74.8203,https://source.unsplash.com/featured/800x500/?Amritsar+Legacy+Lane+12+amritsar+Historic+India+travel
193,Amritsar Cultural House 13,Museum,8.1 Km,Half day,Amritsar Central Loop,/punjab/amritsar/amritsar-cultural-house-13,4.5,1072,31.6849,74.8465,https://source.unsplash.com/featured/800x500/?Amritsar+Cultural+House+13+amritsar+Museum+India+travel
194,Amritsar Forest View 14,Nature,8.7 Km,30 min,Amritsar Central Loop,/punjab/amritsar/amritsar-forest-view-14,4.7,842,31.627,74.9256,https://source.unsplash.com/featured/800x500/?Amritsar+Forest+View+14+amritsar+Nature+India+travel
195,Amritsar Scenic Point 15,Scenic,9.2 Km,1 hr,Amritsar Central Loop,/punjab/amritsar/amritsar-scenic-point-15,4.4,1578,31.607,74.8953,https://source.unsplash.com/featured/800x500/?Amritsar+Scenic+Point+15+amritsar+Scenic+India+travel
196,Amritsar Zipline Zone 16,Adventure,10.0 Km,1-2 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-zipline-zone-16,4.2,1382,31.6546,74.9207,https://source.unsplash.com/featured/800x500/?Amritsar+Zipline+Zone+16+amritsar+Adventure+India+travel
197,Amritsar Sun Sand Bay 17,Beach,0.5 km,2-3 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-sun-sand-bay-17,4.3,777,31.5867,74.8904,https://source.unsplash.com/featured/800x500/?Amritsar+Sun+Sand+Bay+17+amritsar+Beach+India+travel
198,Amritsar Eco Trail 18,Wildlife,1.1 Km,Half day,Amritsar Central Loop,/punjab/amritsar/amritsar-eco-trail-18,4.4,1369,31.6582,74.8503,https://source.unsplash.com/featured/800x500/?Amritsar+Eco+Trail+18+amritsar+Wildlife+India+travel
199,Amritsar Temple Circuit 19,Spiritual,1.6 Km,30 min,Amritsar Central Loop,/punjab/amritsar/amritsar-temple-circuit-19,4.5,1344,31.6557,74.8783,https://source.unsplash.com/featured/800x500/?Amritsar+Temple+Circuit+19+amritsar+Spiritual+India+travel
200,Amritsar Leisure Garden 20,Family,2.3 Km,1 hr,Amritsar Central Loop,/punjab/amritsar/amritsar-leisure-garden-20,4.4,1713,31.6535,74.9166,https://source.unsplash.com/featured/800x500/?Amritsar+Leisure+Garden+20+amritsar+Family+India+travel
201,Amritsar Craft Lane 21,Shopping,2.7 Km,1-2 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-craft-lane-21,4.6,1273,31.6707,74.8507,https://source.unsplash.com/featured/800x500/?Amritsar+Craft+Lane+21+amritsar+Shopping+India+travel
202,Amritsar Market Bites 22,Food,3.2 Km,2-3 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-market-bites-22,4.2,984,31.6301,74.8659,https://source.unsplash.com/featured/800x500/?Amritsar+Market+Bites+22+amritsar+Food+India+travel
203,Amritsar Heritage Trail 23,Heritage,4.0 Km,Half day,Amritsar Central Loop,/punjab/amritsar/amritsar-heritage-trail-23,4.3,851,31.6515,74.8485,https://source.unsplash.com/featured/800x500/?Amritsar+Heritage+Trail+23+amritsar+Heritage+India+travel
204,Amritsar Legacy Lane 24,Historic,4.5 Km,30 min,Amritsar Central Loop,/punjab/amritsar/amritsar-legacy-lane-24,4.2,1090,31.669,74.8999,https://source.unsplash.com/featured/800x500/?Amritsar+Legacy+Lane+24+amritsar+Historic+India+travel
205,Amritsar Cultural House 25,Museum,5.2 Km,1 hr,Amritsar Central Loop,/punjab/amritsar/amritsar-cultural-house-25,4.4,855,31.5952,74.8224,https://source.unsplash.com/featured/800x500/?Amritsar+Cultural+House+25+amritsar+Museum+India+travel
206,Amritsar Forest View 26,Nature,5.6 Km,1-2 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-forest-view-26,4.5,1515,31.6291,74.9148,https://source.unsplash.com/featured/800x500/?Amritsar+Forest+View+26+amritsar+Nature+India+travel
207,Amritsar Scenic Point 27,Scenic,6.2 Km,2-3 hrs,Amritsar Central Loop,/punjab/amritsar/amritsar-scenic-point-27,4.3,970,31.6334,74.8441,https://source.unsplash.com/featured/800x500/?Amritsar+Scenic+Point+27+amritsar+Scenic+India+travel
208,Amritsar Zipline Zone 28,Adventure,6.8 Km,Half day,Amritsar Central Loop,/punjab/amritsar/amritsar-zipline-zone-28,4.6,1726,31.6646,74.8414,https://source.unsplash.com/featured/800x500/?Amritsar+Zipline+Zone+28+amritsar+Adventure+India+travel
209,Amritsar Sun Sand Bay 29,Beach,7.3 Km,30 min,Amritsar Central Loop,/punjab/amritsar/amritsar-sun-sand-bay-29,4.2,1749,31.5845,74.8447,https://source.unsplash.com/featured/800x500/?Amritsar+Sun+Sand+Bay+29+amritsar+Beach+India+travel
210,Amritsar Eco Trail 30,Wildlife,7.8 Km,1 hr,Amritsar Central Loop,/punjab/amritsar/amritsar-eco-trail-30,4.5,1727,31.6524,74.926,https://source.unsplash.com/featured/800x500/?Amritsar+Eco+Trail+30+amritsar+Wildlife+India+travel
211,Bangalore Forest View 01,Nature,2.3 Km,2-3 hrs,Bangalore Central Loop,/karnataka/bangalore/bangalore-forest-view-01,4.5,1293,12.984,77.6187,https://source.unsplash.com/featured/800x500/?Bangalore+Forest+View+01+bangalore+Nature+India+travel
212,Bangalore Scenic Point 02,Scenic,2.9 Km,Half day,Bangalore Central Loop,/karnataka/bangalore/bangalore-scenic-point-02,4.4,700,12.9657,77.5571,https://source.unsplash.com/featured/800x500/?Bangalore+Scenic+Point+02+bangalore+Scenic+India+travel
213,Bangalore Zipline Zone 03,Adventure,3.5 Km,30 min,Bangalore Central Loop,/karnataka/bangalore/bangalore-zipline-zone-03,4.5,706,13.009,77.5701,https://source.unsplash.com/featured/800x500/?Bangalore+Zipline+Zone+03+bangalore+Adventure+India+travel
214,Bangalore Sun Sand Bay 04,Beach,3.8 Km,1 hr,Bangalore Central Loop,/karnataka/bangalore/bangalore-sun-sand-bay-04,4.4,894,12.9468,77.5481,https://source.unsplash.com/featured/800x500/?Bangalore+Sun+Sand+Bay+04+bangalore+Beach+India+travel
